pret,descriere_zona,an_constructie,compartimentare,confort,etaj,nr_balcoane,nr_bucatarii,nr_bai,nr_camere,nr_garaje,nr_locuri_parcare,regim_inaltime,str_rezistenta,supraf_constr,supraf_utila,supraf_utila_totala,tip_imobil,zona,lat,long
125000,"Bucuresti, Sector 3, zona Decebal   590 m (7 minute)",1993,decomandat,1,Etaj 4,2 (închise),1,1,2,,1,S+P+7E+M,beton,80,70,70,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
73000,"Bucuresti, Sector 3, zona Decebal   740 m (9 minute)",1987,semidecomandat,1,Etaj 4,1 (închise),1,1,2,,,P+4E,beton,70,65,65,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
158000,"Bucuresti, zona Decebal   110 m (1 minut)",1990,decomandat,1,Etaj 3,2,1,2,3,,1,P+8E,beton,88.22,77.11,,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
138000,"Bucuresti, Sector 3, zona Decebal   610 m (8 minute)",1987,decomandat,1,Etaj 2,1,1,2,3,,,P+4E,beton,95,87,87,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
133500,"Bucuresti, Sector 3, zona Decebal",2019,decomandat,lux,Etaj 1,1 (închise),1,2,3,,,P+5E,beton,80,75,,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
155000,"Bucuresti, Sector 3, zona Decebal   590 m (7 minute)",2019,decomandat,1,Etaj 3,1,1,2,3,,,D+P+3E,beton,101,94,,bloc de apartamente,"Decebal, Bucuresti, Romania",44.428959000000006,26.13356
82950,"Bucuresti, Sector 3, zona Dristor   280 m (4 minute)",2020,decomandat,lux,Etaj 4,1 (închise),1,1,2,1,1,D+P+4E,beton,64,55.3,55.3,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
89800,"Bucuresti, Sector 3, zona Dristor   340 m (4 minute)",2019,decomandat,1,Etaj 3,1,1,1,2,,,S+D+P+4E,beton,68,60,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
82950,"Bucuresti, Sector 3, zona Dristor   220 m (3 minute)",2020,decomandat,1,Etaj 2,1,1,1,2,,,S+P+4E,beton,67,55,55,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
82950,"Bucuresti, Sector 3, zona Dristor   230 m (3 minute)",2019,decomandat,1,Etaj 1,1 (închise),1,1,2,,,D+P+4E,beton,80,55,55,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
139900,"Bucuresti, zona Dristor",2008,decomandat,lux,Etaj 7,1,1,2,2,,,D+P+11E,beton,94,85,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
139900,"Bucuresti, zona Dristor",2008,decomandat,lux,Etaj 7,1,1,2,2,,,D+P+11E,beton,94,85,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
83150,"Bucuresti, Sector 4, zona Dristor",2020,decomandat,1,Etaj 2,1 (închise),1,1,2,,,P+5E,beton,66,57,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
83175,"Bucuresti, Sector 3, zona Dristor   290 m (4 minute)",2020,decomandat,lux,Etaj 4,1 (închise),1,1,2,1,1,D+P+5E,beton,64,55.45,55.45,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
85050,"Bucuresti, Sector 3, zona Dristor   540 m (7 minute)",,decomandat,1,Parter,1,1,1,2,,,S+P+4E,beton,65,52,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
125000,"Bucuresti, Sector 3, zona Dristor   480 m (6 minute)",2019,decomandat,1,Etaj 3,1,1,2,3,,,P+6E,beton,,92,92,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
125000,"Bucuresti, Sector 3, zona Dristor",2019,decomandat,1,Etaj 6,1,1,2,3,,,P+6E,beton,,97,97,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
125000,"Bucuresti, Sector 3, zona Dristor",2019,decomandat,1,Etaj 6,1,1,2,3,,,P+6E,beton,,97,97,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
125000,"Bucuresti, Sector 3, zona Dristor   480 m (6 minute)",2019,decomandat,1,Etaj 3,1,1,2,3,,,P+6E,beton,,92,92,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
71950,"Bucuresti, zona Dristor   450 m (6 minute)",1987,decomandat,1,Etaj 9,2 (închise),1,1,2,,,P+9E,beton,64,58,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
71950,"Bucuresti, zona Dristor   450 m (6 minute)",1987,decomandat,1,Etaj 9,2 (închise),1,1,2,,,P+9E,beton,64,58,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
71950,"Bucuresti, zona Dristor   450 m (6 minute)",1987,decomandat,1,Etaj 9,2 (închise),1,1,2,,,P+9E,beton,64,58,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
100000,"Bucuresti, Sector 3, zona Dristor   540 m (7 minute)",2020,decomandat,1,Etaj 5,2 (1 închise),1,1,2,,,S+P+5E,beton,145,55,127,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
141000,"Bucuresti, Sector 3, zona Dristor   400 m (5 minute)",2018,decomandat,lux,Etaj 2,1 (închise),1,2,3,,,D+P+5E,beton,112,93.9,93.9,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
70500,"Bucuresti, Sector 3, zona Dristor   250 m (3 minute)",1985,decomandat,1,Etaj 7,1 (închise),1,1,2,,,S+P+8E,beton,62,52,52,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
87375,"Bucuresti, Sector 3, zona Dristor   290 m (4 minute)",2020,decomandat,lux,Etaj 4,1 (închise),1,1,2,1,1,D+P+4E,beton,68,58.25,58.25,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
141000,"Bucuresti, Sector 3, zona Dristor   400 m (5 minute)",2018,decomandat,lux,Etaj 2,1 (închise),1,2,3,,,D+P+5E,beton,112,93.9,93.9,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
70500,"Bucuresti, Sector 3, zona Dristor   250 m (3 minute)",1985,decomandat,1,Etaj 7,1 (închise),1,1,2,,,S+P+8E,beton,62,52,52,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
75684,"Bucuresti, Sector 2, zona Dristor",2021,semidecomandat,1,Etaj 1,1,1,1,2,,,S+P+5E,beton,65.81,48.22,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
65000,"Bucuresti, zona Dristor",1982,decomandat,2,Etaj 5,1,1,1,2,,,P+10E,caramida,49,45,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
75000,"Bucuresti, zona Dristor",1983,decomandat,1,Etaj 5,1,1,1,2,,,P+10E,beton,57,57,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
83000,"Bucuresti, Sector 3, zona Dristor   560 m (7 minute)",2020,decomandat,1,Etaj 3,1,1,1,2,,,D+P+5E,beton,70,55,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
86000,"Bucuresti, Sector 3, zona Dristor   160 m (2 minute)",2019,decomandat,lux,Etaj 2,1,1,1,2,,,P+5E,beton,66,60,60,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
349000,"Bucuresti, zona Dristor   270 m (3 minute)",2009,decomandat,lux,,,,3,5,,,P+12E,,,154,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
140001,"Bucuresti, zona Dristor",2013,semidecomandat,1,Etaj 4,2,1,2,4,,1,P+4E+M,,153,127,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
126500,"Bucuresti, zona Dristor   660 m (8 minute)",1982,decomandat,1,Etaj 9,2,1,2,4,,1,P+10E,beton,90,90,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
99500,"Bucuresti, zona Dristor   470 m (6 minute)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,68,62,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
103000,"Bucuresti, zona Dristor   660 m (8 minute)",1984,semidecomandat,1,Parter,,1,2,4,,,P+8E,,80,77.33,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
76600,"Bucuresti, Sector 3, zona Dristor   580 m (7 minute)",2019,decomandat,1,Parter,1,1,1,2,,,D+P+4E,beton,61,50,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
42000,"Bucuresti, zona Dristor   750 m (9 minute)",,decomandat,1,Parter,,,,1,,,P+4E,,,33,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
70000,"Bucuresti, Sector 3, zona Dristor   370 m (5 minute)",1984,decomandat,1,Etaj 1,1 (închise),1,1,2,,,P+8E,beton,57,54,57,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
94000,"Bucuresti, Sector 3, zona Dristor",2010,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,69,56,69,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
83000,"Bucuresti, Sector 3, zona Dristor",2019,decomandat,lux,Etaj 2,1 (închise),1,1,2,,,P+5E,beton,64,58,58,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
49137,"Bucuresti, Sector 2, zona Dristor",2021,semidecomandat,1,Etaj 4,1,1,1,1,,,S+P+5E,beton,42.73,30.52,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
75000,"Bucuresti, Sector 3, zona Dristor   700 m (9 minute)",1985,decomandat,1,Etaj 1,1,1,1,2,,,P+7E,,58,51,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
59000,"Bucuresti, zona Dristor   230 m (3 minute)",2018,semidecomandat,1,Parter,,,1,1,,,P+5E+M,,44.05,36.5,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
89000,"Bucuresti, Sector 3, zona Dristor",2010,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,caramida,68,56,56,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
48000,"Bucuresti, zona Dristor",1985,decomandat,1,Etaj 4,1,1,1,1,,,P+10E,beton,30,30,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
71000,"Bucuresti, zona Dristor   470 m (6 minute)",,semidecomandat,1,Parter,,,,2,,,P+10E,,,52,,,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
82950,"Bucuresti, Sector 3, zona Dristor   360 m (5 minute)",2020,decomandat,1,Etaj 1,1,1,1,2,,,D+P+4E,beton,66,55,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
82950,"Bucuresti, Sector 3, zona Dristor   360 m (5 minute)",2020,decomandat,1,Etaj 1,1,1,1,2,,,D+P+4E,beton,66,55,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
68500,"Bucuresti, zona Dristor   360 m (5 minute)",,decomandat,1,Etaj 10,,,1,2,,,P+10E,,,53,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
90000,"Bucuresti, zona Dristor   230 m (3 minute)",2018,semidecomandat,1,Etaj 5,,,1,2,,,P+5E+M,,54,44.79,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
44500,"Bucuresti, Sector 3, zona Dristor   270 m (3 minute)",1985,semidecomandat,1,Etaj 3,1,1,1,1,,,S+P+10E,beton,40,30,30,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
74900,"Bucuresti, zona Dristor   710 m (9 minute)",1985,decomandat,1,Etaj 1,1,1,1,2,,,P+8E,beton,54,54,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
148000,"Bucuresti, Sector 3, zona Dristor   270 m (3 minute)",2009,decomandat,lux,Etaj 10,,,1,2,,,P+12E,,,78,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
83000,"Bucuresti, Sector 3, zona Dristor   100 m (1 minut)",1975,decomandat,1,Etaj 10,1 (închise),1,1,3,,,P+10E,beton,76,76,76,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
102500,"Bucuresti, zona Dristor   540 m (7 minute)",1985,decomandat,1,Etaj 3,1,1,1,3,,1,P+8E,beton,78,75,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
148000,"Bucuresti, zona Dristor",2009,decomandat,1,Etaj 10,,1,1,2,,1,P+11E,,85,78,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
144000,"Bucuresti, zona Dristor   370 m (5 minute)",2013,semidecomandat,1,Etaj 4,4,1,2,4,,1,D+P+5E,caramida,127,120,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
67000,"Bucuresti, zona Dristor   200 m (3 minute)",1973,semidecomandat,1,Etaj 1,10,1,1,2,,1,P+10E,beton,47,44,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
55000,"Bucuresti, Sector 3, zona Dristor",1968,semidecomandat,1,Etaj 9,1 (închise),1,1,2,,,P+10E,beton,50,50,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
55000,"Bucuresti, Sector 3, zona Dristor",1972,semidecomandat,1,Etaj 6,1 (închise),1,1,2,,,P+10E,beton,58,52,52,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
109000,"Bucuresti, zona Dristor   380 m (5 minute)",2009,decomandat,lux,Etaj 10,2,1,1,2,,1,P+15E,altele,89,74,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
84500,"Bucuresti, zona Dristor   280 m (4 minute)",1978,decomandat,1,Etaj 8,1,1,1,3,,1,P+10E,beton,84,70,,bloc de apartamente,"Dristor, Bucuresti, Romania",44.43558,26.102220000000003
115000,"Bucuresti, zona Chitila (Bucurestii Noi)",2012,semidecomandat,1,Etaj 4,1,1,2,4,,1,S+P+4E,beton,149.33,102,129,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
39700,"Bucuresti, zona Bucurestii Noi",2020,decomandat,1,,,1,1,1,,1,D+P+9E,beton,45.63,37.09,37.09,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
66400,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 4,,1,1,2,,,P+4E,beton,67,50,52,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
72900,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 1,1,1,1,2,,,P+4E,beton,76.49,58.85,61.73,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
93400,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 1,1,1,2,3,,,P+4E,beton,101.25,78.14,81.02,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
104900,"Bucuresti, zona Bucurestii Noi   580 m (7 minute)",2018,decomandat,,Etaj 1,4,1,2,3,,,S+P+2E+M,,,84,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
123998,"Bucuresti, zona Bucurestii Noi   440 m (6 minute)",2019,decomandat,lux,Etaj 2,,,2,3,,,P+3E,,,100,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
87900,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 4,1,1,2,3,,,P+4E,beton,101,70,81,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
107998,"Bucuresti, Sector 1, zona Jiului (Bucurestii Noi)   230 m (3 minute)",2019,semidecomandat,lux,Etaj 2,,1,2,3,,,P+3E+M,beton,95,77,77,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
73900,"Bucuresti, Sector 1, zona Straulesti (Bucurestii Noi)",,decomandat,lux,Etaj 1,1,1,1,2,,,P+4E,beton,78.77,59.67,62.62,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
61500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 10,1,1,1,1,,,P+11E,beton,54.95,40.05,46.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
71500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 11,1,1,1,2,,,P+11E,beton,65.45,50.55,56.1,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
74500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 5,1,1,1,2,,,P+11E,beton,64.15,50.55,55,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
62000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 5,1,1,1,1,,,P+11E,beton,53.8,40.05,45.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
61500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 10,1,1,1,1,,,P+11E,beton,54.95,40.05,46.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
71500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 11,1,1,1,2,,,P+11E,beton,65.45,50.55,56.1,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
74500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 5,1,1,1,2,,,P+11E,beton,64.15,50.55,55,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
105000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 1,2,1,2,3,,,S+P+3E+M,beton,,71,84,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
103000,"Bucuresti, Sector 1, zona Bucurestii Noi",2018,semidecomandat,1,Etaj 1,,1,2,3,,,P+2E+M,beton,95,76.6,76.6,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
62000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 6,1,1,1,1,,,P+11E,beton,54.95,40.05,46.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
84500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Parter,1,1,1,2,,,P+11E,beton,68.5,50.75,60,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
62000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 6,1,1,1,1,,,P+11E,beton,54.95,40.05,46.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
103000,"Bucuresti, Sector 1, zona Bucurestii Noi",2018,semidecomandat,1,Etaj 1,,1,2,3,,,P+2E+M,beton,95,76.6,76.6,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
84500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Parter,1,1,1,2,,,P+11E,beton,68.5,50.75,60,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
79000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 2,1,1,1,3,,1,S+P+4E,beton,80,62,62,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
115000,"Bucuresti, Sector 1, zona Bucurestii Noi   320 m (4 minute)",2019,decomandat,1,,2,1,2,3,,,D+P+2E+M,beton,135,110,135,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
87987,"Bucuresti, Sector 1, zona Damaroaia (Bucurestii Noi)   680 m (9 minute)",2019,decomandat,lux,Etaj 1,2,1,1,2,,,P+3E,beton,70,60,60,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
64000,"Bucuresti, Sector 1, zona Pajura (Bucurestii Noi)",,semidecomandat,1,Etaj 3,1,,1,2,,,P+4E,,60,52,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
126000,"Bucuresti, zona Chitila (Bucurestii Noi)   800 m (10 minute)",2016,decomandat,1,Etaj 3,,,,3,,,P+3E,,124,110,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
87500,"Bucuresti, Sector 1, zona Pajura (Bucurestii Noi)   140 m (2 minute)",2008,semidecomandat,1,Parter,,1,1,2,,,P+6E,beton,65,58.12,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
105900,"Bucuresti, zona Bucurestii Noi   310 m (4 minute)",2015,semidecomandat,1,Parter,,1,2,4,,,P+3E,caramida,192,103,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
105900,"Bucuresti, zona Bucurestii Noi   310 m (4 minute)",2015,semidecomandat,1,Parter,,1,2,4,,,P+3E,caramida,192,103,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
87500,"Bucuresti, Sector 1, zona Pajura (Bucurestii Noi)   140 m (2 minute)",2008,semidecomandat,1,Parter,,1,1,2,,,P+6E,beton,65,58.12,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
87500,"Bucuresti, Sector 1, zona Pajura (Bucurestii Noi)   140 m (2 minute)",2008,semidecomandat,1,Parter,,1,1,2,,,P+6E,beton,65,58.12,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
60000,"Bucuresti, zona Bucurestii Noi   470 m (6 minute)",1968,semidecomandat,1,Etaj 10,1,1,1,2,,,P+10E,,66,55,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
130000,"Bucuresti, Sector 1, zona Damaroaia (Bucurestii Noi)",2020,semidecomandat,lux,Etaj 2,2,1,1,3,,,P+3E,beton,97,81,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
59997,"Bucuresti, Sector 1, zona Bucurestii Noi   420 m (5 minute)",2019,decomandat,lux,Etaj 1,1,1,1,1,1,10,P+3E,beton,60,47,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
76900,"Bucuresti, zona Bucurestii Noi",2013,semidecomandat,1,Etaj 2,1,1,1,2,,,P+3E,altele,55,55,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
67400,"Bucuresti, Sector 1, zona Chitila (Bucurestii Noi)",2019,decomandat,lux,Etaj 4,1,1,1,2,,,P+4E,beton,79,50,62,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
73900,"Bucuresti, zona Bucurestii Noi",2018,decomandat,1,Etaj 2,1,1,1,2,,,P+3E,altele,58,58,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
75000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,1,Etaj 1,2,1,2,2,,,D+P+3E,beton,75,52,68,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
100000,"Bucuresti, zona Chitila (Bucurestii Noi)",2010,decomandat,1,Parter,,1,2,3,,1,P+4E,beton,87,72,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
65000,"Bucuresti, zona Bucurestii Noi",2014,semidecomandat,1,Etaj 1,1,,1,2,,,D+P+2E,beton,70,56.88,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
93400,"Bucuresti, Sector 1, zona Bd. Laminorului (Bucurestii Noi)",2019,decomandat,lux,Etaj 1,2,1,2,3,,,P+4E,beton,108,73.5,83.5,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
78000,"Bucuresti, zona Bucurestii Noi   410 m (5 minute)",2019,decomandat,lux,Etaj 2,1,1,1,2,,,P+2E+M,beton,70,60,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
98500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Parter,1,1,2,3,,,P+11E,beton,87.95,67.1,76.85,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
76000,"Bucuresti, zona Bucurestii Noi   600 m (8 minute)",2016,decomandat,lux,Etaj 3,2,1,1,2,,,D+P+3E,beton,82,68,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
63900,"Bucuresti, zona Pajura (Bucurestii Noi)",1962,semidecomandat,1,Parter,,1,1,2,,,P+3E,altele,52,52,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
62000,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 9,1,1,1,1,,,P+11E,beton,53.8,40.05,45.65,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
93900,"Bucuresti, Sector 1, zona Straulesti (Bucurestii Noi)",2019,semidecomandat,lux,Etaj 1,1,1,2,3,,,P+4E,beton,103.13,81.2,84.15,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
112500,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,semidecomandat,1,Etaj 3,,1,2,3,,,P+4E,beton,99,97,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
56990,"Bucuresti, zona Bucurestii Noi   450 m (6 minute)",2018,decomandat,1,,,,2,3,,,P+3E,,,71,,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
89400,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 1,1,1,1,3,,,P+4E,beton,101.25,78.14,81.02,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
71900,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 2,1,1,1,2,,,P+4E,beton,76.49,58.85,61.73,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
61600,"Bucuresti, zona Bucurestii Noi",2020,decomandat,1,Etaj 8,1,1,1,2,,1,D+P+9E,,70.8,54.3,59.4,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
100400,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 3,1,1,2,3,,,P+4E,beton,106,84.5,87.5,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
75400,"Bucuresti, Sector 1, zona Bucurestii Noi",2019,decomandat,lux,Etaj 3,1,1,1,2,,,P+4E,beton,78.77,60,62.62,bloc de apartamente,"Bucurestii Noi, Bucuresti, Romania",44.48981,26.03557
