pret,descriere_zona,an_constructie,compartimentare,confort,etaj,nr_balcoane,nr_bucatarii,nr_bai,nr_camere,nr_garaje,nr_locuri_parcare,regim_inaltime,str_rezistenta,supraf_constr,supraf_utila,supraf_utila_totala,tip_imobil,zona,lat,long
79500,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   220 m (3 minute)",1941,decomandat,1,Etaj 4,2 (închise),1,1,3,,,P+5E,beton,,83,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
184999,"Bucuresti, zona Romana (Ultracentral)",1940,semidecomandat,1,Etaj 1,,1,2,4,,,P+3E,caramida,124,114,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
159000,"Bucuresti, zona Batistei (Ultracentral)   510 m (6 minute)",1940,circular,1,Etaj 3,1,2,2,5,,,D+P+3E,caramida,192,160,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
190000,"Bucuresti, zona Calea Victoriei (Ultracentral)   590 m (7 minute)",2019,semidecomandat,1,Etaj 3,1,1,2,3,,,P+3E,beton,110,89,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
289000,"Bucuresti, zona P-ta Romana (Ultracentral)   310 m (4 minute)",2015,decomandat,1,Etaj 3,2,1,2,3,,1,P+7E,beton,123,92,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
398000,"Bucuresti, zona Cismigiu (Ultracentral)   500 m (6 minute)",2010,decomandat,1,Parter,,,,4,,,P+6E,beton,180,146.99,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
398000,"Bucuresti, zona Amzei (Ultracentral)   760 m (10 minute)",2019,decomandat,lux,Etaj 4,,,3,3,,,P+4E,,,140,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
340000,"Bucuresti, zona Victoriei (Ultracentral)   480 m (6 minute)",2019,decomandat,lux,Parter,,1,4,5,,2,P+2E+M,beton,215,160,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
340000,"Bucuresti, zona Victoriei (Ultracentral)   480 m (6 minute)",2019,decomandat,lux,Parter,,1,4,5,,2,P+2E+M,beton,215,160,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
80500,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)",2020,decomandat,lux,Etaj 1,1,1,1,1,,,S+P+7E,beton,53,44,44,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
90900,"Bucuresti, zona P-ta Victoriei (Ultracentral)   480 m (6 minute)",1950,decomandat,1,Parter,,1,1,2,,,P+M,caramida,80,48,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
78500,"Bucuresti, Sector 1, zona Stirbei Voda (Ultracentral)   440 m (6 minute)",1965,decomandat,1,Etaj 3,1 (închise),,1,2,,,P+4E,beton,60,51,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
75060,"Bucuresti, zona P-ta Victoriei (Ultracentral)",1940,semidecomandat,1,Etaj 3,,,,2,,,P+4E,,62,57,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
75000,"Bucuresti, zona Victoriei (Ultracentral)   770 m (10 minute)",1986,decomandat,1,Etaj 4,,1,1,1,,,P+10E,beton,24,24,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
90000,"Bucuresti, zona Universitate (Ultracentral)   190 m (2 minute)",1945,semidecomandat,1,Parter,1,1,2,3,,,P+10E,,100,81,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
98000,"Bucuresti, zona Ultracentral   510 m (6 minute)",1968,semidecomandat,1,Etaj 6,2,1,1,3,,,P+8E,,65,53,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
104900,"Bucuresti, zona Cismigiu (Ultracentral)",1966,semidecomandat,1,Etaj 6,,1,1,2,,,P+7E,,51.6,43,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
190000,"Bucuresti, zona Cismigiu (Ultracentral)   790 m (10 minute)",2000,decomandat,1,Etaj 2,1,1,2,3,,,P+3E,beton,103,100,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
280000,"Bucuresti, zona P-ta Romana (Ultracentral)",2017,decomandat,lux,Parter,1,1,2,3,1,1,P+5E,,100,90,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
110000,"Bucuresti, zona Universitate (Ultracentral)   650 m (8 minute)",1970,decomandat,1,Parter,,1,1,3,,,P+6E,beton,66,63,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
89500,"Bucuresti, zona Ultracentral   760 m (10 minute)",2019,decomandat,lux,Etaj 1,,,,1,,,P+4E,,,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
175000,"Bucuresti, zona Romana (Ultracentral)   120 m (1 minut)",1938,decomandat,lux,Etaj 3,2,1,1,4,,,P+4E,caramida,115,100,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
78700,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)",2020,decomandat,1,Etaj 1,1,1,1,1,,,S+P+7E,beton,48.5,43.2,43.2,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
245000,"Bucuresti, zona Kogalniceanu (Ultracentral)   470 m (6 minute)",,decomandat,lux,Etaj 2,,1,2,3,,,P+3E,beton,,85,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
72500,"Bucuresti, zona P-ta Rosetti (Ultracentral)   430 m (5 minute)",1935,vagon,1,Etaj 2,2,1,2,3,,1,P+3E+M,caramida,85,76,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
149000,"Bucuresti, zona Calea Victoriei (Ultracentral)   450 m (6 minute)",1979,decomandat,1,Etaj 1,2,1,2,3,,,P+8E,beton,100,85.28,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
89500,"Bucuresti, zona Universitate (Ultracentral)   370 m (5 minute)",2019,decomandat,lux,Etaj 1,,,,1,,,,,,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
250000,"Bucuresti, zona Universitate (Ultracentral)   370 m (5 minute)",,decomandat,,Etaj 2,,,,4,,,,,,100,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
89500,"Bucuresti, zona Cismigiu (Ultracentral)   760 m (10 minute)",2019,decomandat,lux,Etaj 1,,,,2,,,P+4E,,,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
450000,"Bucuresti, zona P-ta Sfantul Stefan (Ultracentral)",1900,decomandat,lux,Parter,,1,2,6,,3,D+P+3E,caramida,325,197.4,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
159000,"Bucuresti, Sector 1, zona P-ta Romana (Ultracentral)   410 m (5 minute)",1939,decomandat,1,Etaj 4,2,1,2,4,,,P+6E,beton,118,99,118,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
132000,"Bucuresti, Sector 1, zona P-ta Romana (Ultracentral)   410 m (5 minute)",1940,semidecomandat,1,Etaj 3,2,1,1,4,,,P+5E,beton,150,121,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
159000,"Bucuresti, zona P-ta Victoriei (Ultracentral)   430 m (5 minute)",1987,decomandat,lux,Etaj 9,2,1,2,4,,,P+10E,beton,107,89,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
165800,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)",2020,decomandat,1,Etaj 4,2,1,2,3,,,P+7E,beton,110.5,92.6,92.6,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
268800,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   740 m (9 minute)",2018,decomandat,1,Etaj 5,,1,2,3,,,S+D+P+6E,beton,290,96,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
125000,"Bucuresti, zona Ultracentral",1939,semidecomandat,1,Parter,,1,2,6,,,P+1E,,120,104,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
250000,"Bucuresti, zona Cismigiu (Ultracentral)   610 m (8 minute)",1939,semidecomandat,lux,Etaj 4,2,1,2,4,,,D+P+4E+M,caramida,149.93,125.41,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
250000,"Bucuresti, zona Calea Victoriei (Ultracentral)",2019,decomandat,lux,Etaj 3,,,3,3,,,P+4E,,163,114,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
89500,"Bucuresti, zona Amzei (Ultracentral)   300 m (4 minute)",2019,decomandat,lux,Etaj 1,,,,1,,,P+4E,,,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
198000,"Bucuresti, zona Cismigiu (Ultracentral)   570 m (7 minute)",1951,decomandat,1,Etaj 5,1,1,2,3,,,P+5E,caramida,115,100.6,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
195000,"Bucuresti, zona Stirbei Voda (Ultracentral)   750 m (9 minute)",1994,decomandat,1,Etaj 7,3 (închise),1,2,4,,,D+P+9E,beton,122,94,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
173850,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)   240 m (3 minute)",2019,decomandat,1,Parter,1,1,2,3,,,P+8E,beton,115,73,115,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
360000,"Bucuresti, Sector 2, zona Universitate (Ultracentral)   680 m (9 minute)",2018,decomandat,lux,Parter,1,1,1,2,,,S+P+6E,beton,143,112.91,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
85000,"Bucuresti, zona Romana (Ultracentral)   30 m (1 minut)",,semidecomandat,,Etaj 6,,,,2,,,P+8E,,,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
83000,"Bucuresti, zona P-ta Victoriei (Ultracentral)   430 m (5 minute)",1974,semidecomandat,1,Parter,,1,1,2,,,P+10E,altele,38,38,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
38500,"Bucuresti, Sector 1, zona Calea Victoriei (Ultracentral)   250 m (3 minute)",1930,semidecomandat,1,Etaj 1,,1,1,1,,,P+10E,caramida,23,18,18,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
219000,"Bucuresti, Sector 1, zona Calea Victoriei (Ultracentral)   460 m (6 minute)",,decomandat,1,Etaj 5,1,1,2,4,,,P+8E,,135,98,115,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
44500,"Bucuresti, zona Cismigiu (Ultracentral)   430 m (5 minute)",1940,semidecomandat,1,Parter,1,1,1,1,,1,P+3E,altele,45,40,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
72000,"Bucuresti, zona Ultracentral   290 m (4 minute)",1938,semidecomandat,1,Etaj 4,,1,1,2,,,P+5E,,65,60,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
135000,"Bucuresti, Sector 2, zona Universitate (Ultracentral)   550 m (7 minute)",1933,circular,lux,Etaj 4,1,1,2,4,,,P+5E,,116.62,105,116.62,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
105000,"Bucuresti, zona Stirbei Voda (Ultracentral)",1936,decomandat,1,Etaj 3,1,1,1,3,,,P+3E,caramida,95,83,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
85000,"Bucuresti, Sector 1, zona Sala Palatului (Ultracentral)   610 m (8 minute)",1970,semidecomandat,1,Etaj 1,,1,1,2,,,P+8E+M,beton,50,48,48,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
147000,"Bucuresti, Sector 1, zona Romana (Ultracentral)   70 m (1 minut)",,decomandat,1,Etaj 2,2,1,1,4,,,P+8E,beton,112,112,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
140000,"Bucuresti, Sector 3, zona Universitate (Ultracentral)   340 m (4 minute)",1982,semidecomandat,1,Etaj 1,2,1,2,3,,,P+7E,beton,100,72,72,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
130000,"Bucuresti, zona Universitate (Ultracentral)",1937,semidecomandat,1,Etaj 1,3,1,1,3,,,P+11E,altele,111,104,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
54500,"Bucuresti, Sector 2, zona P-ta Romana (Ultracentral)   700 m (9 minute)",1937,semidecomandat,1,Etaj 1,1,1,1,3,,,P+4E,beton,,48,55,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
200000,"Bucuresti, zona P-ta Victoriei (Ultracentral)   590 m (7 minute)",,circular,lux,Etaj 2,,,1,6,,,P+4E,,,167,,,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
480000,"Bucuresti, zona Victoriei (Ultracentral)   230 m (3 minute)",2007,decomandat,lux,Etaj 1,,1,4,5,,2,P+4E,,210,196,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
208990,"Bucuresti, zona Magheru (Ultracentral)   460 m (6 minute)",1936,decomandat,1,Etaj 1,1,1,1,3,,,P+5E,,109,97,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
59500,"Bucuresti, Sector 3, zona Universitate (Ultracentral)   240 m (3 minute)",1960,decomandat,1,Etaj 2,1 (închise),1,1,1,,,P+5E,,39,34,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
49000,"Bucuresti, Sector 2, zona Universitate (Ultracentral)",1940,semidecomandat,1,Etaj 3,,1,1,2,,,S+P+4E+M,beton,55,50,55,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
129000,"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)",1894,semidecomandat,1,Etaj 1,1,1,1,2,,,P+1E,caramida,90,90,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
187000,"Bucuresti, zona Basarab (Ultracentral)   350 m (4 minute)",1940,,,Etaj 1,,,,3,,,P+1E+M,,,143,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
133000,"Bucuresti, Sector 2, zona Matei Voievod (Ultracentral)   750 m (9 minute)",2020,decomandat,lux,Etaj 4,1,1,2,3,,,P+5E,beton,105,92.34,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
59900,"Bucuresti, Sector 2, zona Universitate (Ultracentral)",1940,semidecomandat,1,Etaj 1,1 (închise),1,1,2,,,D+P+3E+M,caramida,60,60,60,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
265000,"Bucuresti, zona P-ta Rosetti (Ultracentral)   370 m (5 minute)",1941,decomandat,1,Etaj 1,1,1,2,5,1,1,P+4E,beton,232,141,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
87000,"Bucuresti, Sector 2, zona Universitate (Ultracentral)",1937,decomandat,1,Etaj 4,,,2,4,,,P+5E,,172,120,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
63000,"Bucuresti, zona Ultracentral",1966,decomandat,1,Parter,,,1,1,,,P+2E,,28,26,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
43000,"Bucuresti, zona Cismigiu (Ultracentral)   680 m (9 minute)",1940,decomandat,1,Etaj 7,1 (închise),1,1,1,,,P+9E,beton,38,35,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
175000,"Bucuresti, Sector 1, zona Romana (Ultracentral)",1972,decomandat,1,Etaj 4,2,1,2,3,,,P+8E,,110,108,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
129900,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   60 m (1 minut)",1981,semidecomandat,1,Etaj 7,2 (închise),1,1,3,,1,S+P+8E,beton,85,68,70,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
198000,"Bucuresti, zona Victoriei (Ultracentral)",1993,decomandat,1,Etaj 3,2,1,2,4,,1,P+8E,,101,93,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
185000,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   300 m (4 minute)",1996,decomandat,1,Etaj 5,,1,2,3,,,P+10E,,,90,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
150000,"Bucuresti, Sector 1, zona Universitate (Ultracentral)   550 m (7 minute)",1945,decomandat,1,Etaj 1,,1,1,4,,,P+1E,beton,140,127,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
95000,"Bucuresti, Sector 1, zona Stirbei Voda (Ultracentral)",1922,decomandat,1,Etaj 1,,1,1,2,,,D+P+2E,caramida,58,47,47,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
67500,"Bucuresti, Sector 1, zona Universitate (Ultracentral)",1935,semidecomandat,1,Etaj 1,1,1,1,1,,,S+P+9E,beton,44,37,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
76000,"Bucuresti, Sector 3, zona Universitate (Ultracentral)   140 m (2 minute)",1960,semidecomandat,1,Etaj 5,1,1,1,2,,,P+6E,beton,65,52,59,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
145000,"Bucuresti, Sector 1, zona P-ta Romana (Ultracentral)",1941,semidecomandat,1,Etaj 2,,1,1,2,,,D+P+2E,,197,128,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
195000,"Bucuresti, zona P-ta Victoriei (Ultracentral)",1928,decomandat,1,Parter,,1,2,3,,,P+5E,caramida,84,84,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
90000,"Bucuresti, zona Universitate (Ultracentral)   180 m (2 minute)",1962,semidecomandat,1,Etaj 7,2,,2,3,,,P+10E,beton,65,61,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
132780,"Bucuresti, zona P-ta Victoriei (Ultracentral)",2019,decomandat,1,Parter,1,1,1,2,,1,P+4E,altele,64,44,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
80000,"Bucuresti, zona P-ta Rosetti (Ultracentral)",1930,semidecomandat,1,Etaj 3,,,,4,,,P+4E,,98,80,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
42680,"Bucuresti, zona Cismigiu (Ultracentral)   560 m (7 minute)",,nedecomandat,,Etaj 4,,,,2,,,P+4E,,,36.98,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
135000,"Bucuresti, Sector 1, zona Magheru (Ultracentral)",1965,semidecomandat,1,Etaj 2,1,1,2,3,,,P+7E,beton,76,63,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
49900,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   450 m (6 minute)",1974,semidecomandat,1,Etaj 9,1,1,1,1,,,P+10E,,30,23,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
230000,"Bucuresti, zona Universitate (Ultracentral)   280 m (4 minute)",2017,decomandat,1,Etaj 4,1,1,2,3,,,P+6E,beton,98,79,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
82000,"Bucuresti, zona Calea Victoriei (Ultracentral)",1935,semidecomandat,1,Etaj 2,1,1,2,3,,,P+7E,caramida,94.67,81.86,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
75000,"Bucuresti, zona Romana (Ultracentral)",1945,semidecomandat,1,Etaj 1,1,1,2,2,,,P+1E+M,beton,80,70,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
178000,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)   450 m (6 minute)",1980,semidecomandat,1,Etaj 6,3,1,2,4,,,P+6E,beton,115,87,94,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
90000,"Bucuresti, Sector 1, zona Universitate (Ultracentral)   180 m (2 minute)",1960,semidecomandat,1,Parter,,1,1,3,,,S+P+10E,beton,100,86,86,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
80000,"Bucuresti, Sector 1, zona Amzei (Ultracentral)   260 m (3 minute)",1940,semidecomandat,1,Etaj 3,2,1,2,3,,,S+P+10E,beton,120,100,100,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
150000,"Bucuresti, zona Romana (Ultracentral)   440 m (6 minute)",1938,semidecomandat,1,Etaj 2,1,1,1,2,,,P+2E,caramida,80,78,,casa/vila,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
125100,"Bucuresti, zona P-ta Romana (Ultracentral)",1944,decomandat,lux,Etaj 5,,1,2,2,,,P+7E,caramida,110,100,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
780000,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   590 m (7 minute)",1940,decomandat,1,Etaj 1,5,1,4,5,2,2,D+P+1E+M,caramida,350,270,310,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
104900,"Bucuresti, zona Cismigiu (Ultracentral)   170 m (2 minute)",,decomandat,1,Etaj 6,,,,2,,,P+7E,,,,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
219900,"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)   360 m (5 minute)",1940,semidecomandat,1,Etaj 3,3,1,1,5,,,P+5E,beton,150,127.42,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
90000,"Bucuresti, Sector 1, zona P-ta Universitatii (Ultracentral)   200 m (3 minute)",1950,decomandat,1,Etaj 7,1,1,2,4,,,P+9E,beton,121,115,120,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
276000,"Bucuresti, Sector 3, zona Cismigiu (Ultracentral)   360 m (5 minute)",1990,decomandat,lux,Etaj 2,4 (închise),1,2,5,1,1,P+10E,beton,135,111,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
199000,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral)   470 m (6 minute)",1994,decomandat,1,Etaj 3,2,1,2,4,,,P+11E,beton,110,100,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
95000,"Bucuresti, Sector 1, zona Stirbei Voda (Ultracentral)",1922,semidecomandat,1,Parter,,1,1,2,,,D+P+1E+M,caramida,65,40,40,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
149500,"Bucuresti, zona P-ta Victoriei (Ultracentral)   480 m (6 minute)",1979,decomandat,1,Etaj 3,2,1,2,4,,1,P+10E,beton,106,89,,bloc de apartamente,"Ultracentral, Bucuresti, Romania",44.426767,26.102220000000003
195000,"Bucuresti, Sector 1, zona Titulescu (1 Mai)   380 m (5 minute)",2017,decomandat,lux,Etaj 5,,,2,3,,,P+5E,,,100,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
50000,"Bucuresti, zona 1 Mai",2010,decomandat,1,,,,1,2,,,P+5E,,60,50,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
138999,"Bucuresti, zona 1 Mai   430 m (5 minute)",2015,decomandat,lux,Parter,,1,1,2,,,P+2E+M,,85,60,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
130000,"Bucuresti, zona 1 Mai   660 m (8 minute)",1977,decomandat,1,Etaj 3,1,1,1,2,,1,P+10E,beton,68,65,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
238920,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,decomandat,lux,Parter,,1,2,4,,,P+6E,beton,132.2,111.45,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
76930,"Bucuresti, Sector 1, zona Titulescu (1 Mai)   160 m (2 minute)",2019,decomandat,1,Etaj 6,1,1,1,1,,,P+8E,beton,49,35.2,42.33,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
110900,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,decomandat,lux,Parter,,1,1,2,,,P+6E,beton,75.75,62.5,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
164612,"Bucuresti, Sector 1, zona 1 Mai   580 m (7 minute)",2019,decomandat,lux,Etaj 3,1,1,2,3,,,S+D+P+12E,beton,89.15,72.49,80.49,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
133840,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,semidecomandat,lux,Etaj 5,2,1,2,2,,,P+7E,beton,73,63.4,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
61000,"Bucuresti, Sector 1, zona 1 Mai   390 m (5 minute)",1963,semidecomandat,1,Etaj 7,1 (închise),1,1,3,,,S+P+10E,beton,72,58,63,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
159900,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,decomandat,lux,Etaj 3,,1,2,3,,,P+8E,beton,120,80,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
74050,"Bucuresti, Sector 1, zona Titulescu (1 Mai)   160 m (2 minute)",2019,decomandat,1,Parter,1,1,1,1,,,P+8E,beton,44,35,44,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
152420,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,semidecomandat,lux,Etaj 2,1,1,2,3,,,P+7E,beton,91.9,77.51,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
76480,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,decomandat,lux,Etaj 5,,1,1,1,,,P+6E,beton,43.6,35.5,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
79310,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2018,decomandat,lux,Etaj 4,,1,1,1,,,P+6E,beton,43.6,36.6,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
187680,"Bucuresti, zona Titulescu (1 Mai)   240 m (3 minute)",2019,decomandat,lux,Etaj 1,1,1,3,3,,,P+7E,beton,114.65,96.19,,bloc de apartamente,"1 Mai, Bucuresti, Romania",44.41853,26.041929999999997
